doc_vector
"[ 0.38421735 -0.8510864   1.019886    0.71054566  0.12047766 -0.97814834
  1.1817776   1.7471508  -1.2019677  -0.59975773 -0.62338966 -0.6035375
  0.54954374  0.93024814 -0.66219145  0.0466778   0.13195875 -0.02752888
 -0.961881   -2.9978282  -0.9944115   0.74821144  1.0540314  -1.3021617
 -0.17665157  0.06371178 -0.6353786  -0.67185414 -0.34011036  0.21341445
  0.43819767  0.36875793  0.5327687  -0.6355206  -0.40848345  2.6446118
 -0.49618492 -1.9297036  -0.91646266 -1.1969029  -0.13008362 -1.013819
  0.2875448   0.47688884  0.8726719  -0.50825936 -0.92677814 -1.9231325
  0.3361294   0.05550694  1.2185936  -0.54467165  0.51381224 -0.5912259
 -1.037995    0.15338299 -0.03677675  0.1402594  -1.1040453   0.26536474
  1.032781   -0.84837085  0.83327484 -0.6868468  -1.3494548   0.7389175
  0.28233972 -0.27546382 -1.8125571   1.1283207   0.32119662  1.2998341
  0.7529017   0.85243833  0.86528367  0.25654143  0.43841726 -0.61052734
 -0.6518401   1.0105242  -0.40606058 -0.066685   -2.292297    0.36702743
 -0.7603845  -1.4910846   1.1511579  -0.30441675  0.48566434  0.56767607
  1.1239109   0.70782214  0.9428486  -0.6231458   2.113218   -0.79751253
  0.1376558  -0.69661057 -0.5675482  -0.56858283]"
"[ 2.1802039e-01 -5.3651673e-01  6.9693565e-01  1.1188360e+00
  1.8251849e-02 -6.1506337e-01  1.0140949e+00  1.4064081e+00
 -1.4092913e+00 -5.8850223e-01 -6.4752984e-01 -4.0672600e-01
  1.7417197e-01  6.1588353e-01 -9.0116084e-01 -5.1961488e-01
  1.2176267e-01  1.8848555e-01 -1.1749654e+00 -2.7774198e+00
 -1.4300019e+00  6.3933533e-01  1.1302826e+00 -1.1703624e+00
 -2.9168102e-01 -2.2767471e-01 -1.0794883e+00 -2.7667159e-01
 -6.9637889e-01  7.2832632e-01  1.9744769e-01  2.9895522e-04
